catId;catName;catParent;catPosition;catIsProductCatalogueEnabled
120909;Pow. żuromiński;120722;40;false
120910;Pow. żyrardowski;120722;41;false
120911;Opole;120723;0;false
120912;Pow. brzeski;120723;1;false
120913;Pow. głubczycki;120723;2;false
120914;Pow. kędzierzyńsko-kozielski;120723;3;false
120915;Pow. kluczborski;120723;4;false
120916;Pow. krapkowicki;120723;5;false
120917;Pow. namysłowski;120723;6;false
120918;Pow. nyski;120723;7;false
120919;Pow. oleski;120723;8;false
120920;Pow. opolski;120723;9;false
120921;Pow. prudnicki;120723;10;false
120922;Pow. strzelecki;120723;11;false
120923;Krosno;120724;0;false
120924;Przemyśl;120724;1;false
120925;Rzeszów;120724;2;false
120926;Tarnobrzeg;120724;3;false
120927;Pow. bieszczadzki;120724;4;false
120928;Pow. brzozowski;120724;5;false
120929;Pow. dębicki;120724;6;false
120930;Pow. jarosławski;120724;7;false
120931;Pow. jasielski;120724;8;false
120932;Pow. kolbuszowski;120724;9;false
120933;Pow. krośnieński;120724;10;false
120934;Pow. leski;120724;11;false
120935;Pow. leżajski;120724;12;false
120936;Pow. lubaczowski;120724;13;false
120937;Pow. łańcucki;120724;14;false
120938;Pow. mielecki;120724;15;false
120939;Pow. niżański;120724;16;false
120940;Pow. przemyski;120724;17;false
120941;Pow. przeworski;120724;18;false
120942;Pow. ropczycko-sędziszowski;120724;19;false
120943;Pow. rzeszowski;120724;20;false
120944;Pow. sanocki;120724;21;false
120945;Pow. stalowowolski;120724;22;false
120946;Pow. strzyżowski;120724;23;false
120947;Pow. tarnobrzeski;120724;24;false
120948;Białystok;120725;0;false
120949;Łomża;120725;1;false
120950;Suwałki;120725;2;false
120951;Pow. augustowski;120725;3;false
120952;Pow. białostocki;120725;4;false
120953;Pow. bielski;120725;5;false
120954;Pow. grajewski;120725;6;false
120955;Pow. hajnowski;120725;7;false
120956;Pow. kolneński;120725;8;false
120957;Pow. łomżyński;120725;9;false
120958;Pow. moniecki;120725;10;false
120959;Pow. sejneński;120725;11;false
120960;Pow. siemiatycki;120725;12;false
120961;Pow. sokólski;120725;13;false
120962;Pow. suwalski;120725;14;false
120963;Pow. wysokomazowiecki;120725;15;false
120964;Pow. zambrowski;120725;16;false
120965;Gdańsk;120726;0;false
120966;Gdynia;120726;1;false
120967;Słupsk;120726;2;false
120968;Sopot;120726;3;false
120969;Pow. bytowski;120726;4;false
120970;Pow. chojnicki;120726;5;false
120971;Pow. człuchowski;120726;6;false
120972;Pow. gdański;120726;7;false
120973;Pow. kartuski;120726;8;false
120974;Pow. kościerski;120726;9;false
120975;Pow. kwidzyński;120726;10;false
120976;Pow. lęborski;120726;11;false
120977;Pow. malborski;120726;12;false
120978;Pow. nowodworski;120726;13;false
120979;Pow. pucki;120726;14;false
120980;Pow. słupski;120726;15;false
120981;Pow. starogardzki;120726;16;false
120982;Pow. sztumski;120726;17;false
120983;Pow. tczewski;120726;18;false
120984;Pow. wejherowski;120726;19;false
120985;Bielsko-Biała;120727;0;false
120986;Bytom;120727;1;false
120987;Chorzów;120727;2;false
120988;Częstochowa;120727;3;false
120989;Dąbrowa Górnicza;120727;4;false
120990;Gliwice;120727;5;false
120991;Jastrzębie-Zdrój;120727;6;false
120992;Jaworzno;120727;7;false
120993;Katowice;120727;8;false
120994;Mysłowice;120727;9;false
120995;Piekary Śląskie;120727;10;false
120996;Ruda Śląska;120727;11;false
120997;Rybnik;120727;12;false
120998;Siemianowice Śląskie;120727;13;false
120999;Sosnowiec;120727;14;false
121000;Świętochłowice;120727;15;false
121001;Tychy;120727;16;false
121002;Zabrze;120727;17;false
121003;Żory;120727;18;false
121004;Pow. będziński;120727;19;false
121005;Pow. bielski;120727;20;false
121006;Pow. bieruńsko-lędziński;120727;21;false
121007;Pow. cieszyński;120727;22;false
121008;Pow. częstochowski;120727;23;false
121009;Pow. gliwicki;120727;24;false
121010;Pow. kłobucki;120727;25;false
121011;Pow. lubliniecki;120727;26;false
121012;Pow. mikołowski;120727;27;false
121013;Pow. myszkowski;120727;28;false
121014;Pow. pszczyński;120727;29;false
121015;Pow. raciborski;120727;30;false
121016;Pow. rybnicki;120727;31;false
121017;Pow. tarnogórski;120727;32;false
121018;Pow. wodzisławski;120727;33;false
121019;Pow. zawierciański;120727;34;false
121020;Pow. żywiecki;120727;35;false
121021;Kielce;120728;0;false
121022;Pow. buski;120728;1;false
121023;Pow. jędrzejowski;120728;2;false
121024;Pow. kazimierski;120728;3;false
121025;Pow. kielecki;120728;4;false
121026;Pow. konecki;120728;5;false
121027;Pow. opatowski;120728;6;false
121028;Pow. ostrowiecki;120728;7;false
121029;Pow. pińczowski;120728;8;false
121030;Pow. sandomierski;120728;9;false
121031;Pow. skarżyski;120728;10;false
121032;Pow. starachowicki;120728;11;false
121033;Pow. staszowski;120728;12;false
121034;Pow. włoszczowski;120728;13;false
121035;Elbląg;120729;0;false
121036;Olsztyn;120729;1;false
121037;Pow. bartoszycki;120729;2;false
121038;Pow. braniewski;120729;3;false
121039;Pow. działdowski;120729;4;false
121040;Pow. elbląski;120729;5;false
121041;Pow. ełcki;120729;6;false
121042;Pow. giżycki;120729;7;false
121043;Pow. gołdapski;120729;8;false
121044;Pow. iławski;120729;9;false
121045;Pow. kętrzyński;120729;10;false
121046;Pow. lidzbarski;120729;11;false
121047;Pow. mrągowski;120729;12;false
121048;Pow. nidzicki;120729;13;false
121049;Pow. nowomiejski;120729;14;false
121050;Pow. olecki;120729;15;false
121051;Pow. olsztyński;120729;16;false
121052;Pow. ostródzki;120729;17;false
121053;Pow. piski;120729;18;false
121054;Pow. szczycieński;120729;19;false
121055;Pow. węgorzewski;120729;20;false
121056;Kalisz;120730;0;false
121057;Konin;120730;1;false
121058;Leszno;120730;2;false
121059;Poznań;120730;3;false
121060;Pow. chodzieski;120730;4;false
121061;Pow. czarnkowsko-trzcianecki;120730;5;false
121062;Pow. gnieźnieński;120730;6;false
121063;Pow. gostyński;120730;7;false
121064;Pow. grodziski;120730;8;false
121065;Pow. jarociński;120730;9;false
121066;Pow. kaliski;120730;10;false
121067;Pow. kępiński;120730;11;false
121068;Pow. kolski;120730;12;false
121069;Pow. koniński;120730;13;false
121070;Pow. kościański;120730;14;false
121071;Pow. krotoszyński;120730;15;false
121072;Pow. leszczyński;120730;16;false
121073;Pow. międzychodzki;120730;17;false
121074;Pow. nowotomyski;120730;18;false
121075;Pow. obornicki;120730;19;false
121076;Pow. ostrowski;120730;20;false
121077;Pow. ostrzeszowski;120730;21;false
121078;Pow. pilski;120730;22;false
121079;Pow. pleszewski;120730;23;false
121080;Pow. poznański;120730;24;false
121081;Pow. rawicki;120730;25;false
121082;Pow. słupecki;120730;26;false
121083;Pow. szamotulski;120730;27;false
121084;Pow. średzki;120730;28;false
121085;Pow. śremski;120730;29;false
121086;Pow. turecki;120730;30;false
121087;Pow. wągrowiecki;120730;31;false
121088;Pow. wolsztyński;120730;32;false
121089;Pow. wrzesiński;120730;33;false
121090;Pow. złotowski;120730;34;false
121091;Koszalin;120731;0;false
121092;Szczecin;120731;1;false
121093;Świnoujście;120731;2;false
121094;Pow. białogardzki;120731;3;false
121095;Pow. choszczeński;120731;4;false
121096;Pow. drawski;120731;5;false
121097;Pow. goleniowski;120731;6;false
121098;Pow. gryficki;120731;7;false
121099;Pow. gryfiński;120731;8;false
121100;Pow. kamieński;120731;9;false
121101;Pow. kołobrzeski;120731;10;false
121102;Pow. koszaliński;120731;11;false
121103;Pow. łobeski;120731;12;false
121104;Pow. myśliborski;120731;13;false
121105;Pow. policki;120731;14;false
121106;Pow. pyrzycki;120731;15;false
121107;Pow. sławieński;120731;16;false
121108;Pow. stargardzki;120731;17;false
121109;Pow. szczecinecki;120731;18;false
121110;Pow. świdwiński;120731;19;false
121111;Pow. wałecki;120731;20;false
121112;Fabryczna;120735;0;false
121113;Krzyki;120735;1;false
121114;Psie Pole;120735;2;false
121115;Stare Miasto;120735;3;false
121116;Śródmieście;120735;4;false
121117;Inne;120735;5;false
121118;Bieńczyce;120847;0;false
121119;Bieżanów-Prokocim;120847;1;false
121120;Bronowice;120847;2;false
121121;Czyżyny;120847;3;false
121122;Dębniki;120847;4;false
121123;Grzegórzki;120847;5;false
121124;Krowodrza;120847;6;false
121125;Łagiewniki;120847;7;false
121126;Mistrzejowice;120847;8;false
121127;Nowa Huta;120847;9;false
121128;Podgórze;120847;10;false
121129;Podgórze Duchackie;120847;11;false
121130;Prądnik Biały;120847;12;false
121131;Prądnik Czerwony;120847;13;false
121132;Stare Miasto;120847;14;false
121133;Swoszowice;120847;15;false
121134;Wzgórza Krzesławickie;120847;16;false
121135;Zwierzyniec;120847;17;false
121136;Inne;120847;18;false
121137;Bemowo;120873;0;false
121138;Białołęka;120873;1;false
121139;Bielany;120873;2;false
121140;Mokotów;120873;3;false
121141;Ochota;120873;4;false
121142;Praga Południe;120873;5;false
121143;Praga Północ;120873;6;false
121144;Rembertów;120873;7;false
121145;Śródmieście;120873;8;false
121146;Targówek;120873;9;false
121147;Ursus;120873;10;false
121148;Ursynów;120873;11;false
121149;Wawer;120873;12;false
121150;Wesoła;120873;13;false
121151;Wilanów;120873;14;false
121152;Włochy;120873;15;false
121153;Wola;120873;16;false
121154;Żoliborz;120873;17;false
121155;Inne;120873;18;false
121156;Inne miejscowości;121080;0;false
121184;XPERIA  P;121183;0;false
251207;XPERIA C3;121183;1;false
132168;XPERIA E;121183;2;false
132169;XPERIA E dual;121183;3;false
148774;XPERIA E1;121183;4;false
250380;Xperia E3;121183;5;false
251724;XPERIA E4;121183;6;false
251725;XPERIA E4g;121183;7;false
123878;XPERIA Go;121183;8;false
125189;XPERIA J;121183;9;false
132170;XPERIA L;121183;10;false
145936;XPERIA M;121183;11;false
248971;XPERIA M2;121183;12;false
251726;XPERIA M4 Aqua;121183;13;false
125603;XPERIA miro;121183;14;false
121185;XPERIA S;121183;15;false
251205;XPERIA Sola;121183;16;false
144928;XPERIA SP;121183;17;false
125188;XPERIA T;121183;18;false
249469;XPERIA T3;121183;19;false
123880;XPERIA Tipo;121183;20;false
121186;XPERIA U;121183;21;false
132167;XPERIA V;121183;22;false
127374;XPERIA Z;121183;23;false
147158;XPERIA Z Ultra;121183;24;false
146537;XPERIA Z1;121183;25;false
148290;XPERIA Z1 Compact;121183;26;false
148291;XPERIA Z2;121183;27;false
249583;XPERIA Z3;121183;28;false
249584;XPERIA Z3 Compact;121183;29;false
252979;XPERIA Z4;121183;30;false
252980;XPERIA Z4 Compact;121183;31;false
252981;XPERIA Z5;121183;32;false
252982;XPERIA Z5 Compact;121183;33;false
121187;Inne modele;121183;34;false
121204;Acer;121202;0;false
123643;Ainol;121202;1;false
121205;Apple;121202;2;false
121206;Archos;121202;3;false
121207;Asus;121202;4;false
121208;Dell;121202;5;false
121209;Goclever;121202;6;false
121210;HP Compaq;121202;7;false
121211;Huawei;121202;8;false
121212;IBM Lenovo;121202;9;false
121213;Lark;121202;10;false
121214;Manta;121202;11;false
125442;Microsoft;121202;12;false
121216;Modecom;121202;13;false
121215;Motorola;121202;14;false
121217;NavRoad;121202;15;false
123644;Overmax;121202;16;false
121218;Prestigio;121202;17;false
121219;Samsung;121202;18;false
145103;Shiru;121202;19;false
121220;Sony;121202;20;false
121223;Toshiba;121202;21;false
121221;Tracer;121202;22;false
121222;Trak;121202;23;false
121224;Inni producenci;121202;24;false
123646;Acer;121203;0;false
123647;Ainol;121203;1;false
123648;Apple;121203;2;false
123649;Archos;121203;3;false
123650;Asus;121203;4;false
123651;Goclever;121203;5;false
123652;Lark;121203;6;false
123653;Manta;121203;7;false
254098;Modecom;121203;8;false
123654;Motorola;121203;9;false
123655;Samsung;121203;10;false
123656;Sony;121203;11;false
123645;Inni producenci;121203;12;false
121527;Gastronomiczne;121332;0;false
121532;Magazyny i placówki handlowe;121332;1;false
121529;Rolnicze;121332;2;false
121531;Składy drewna;121332;3;false
121530;Systemy oświetleniowe;121332;4;false
121528;Zaplecze budowlane;121332;5;false
121526;Pozostałe;121332;6;false
121421;Automatyka przemysłowa;121333;0;false
121423;Budownictwo;121333;1;false
121429;Gastronomia;121333;2;false
121430;Obróbka kamienia;121333;3;false
121431;Obróbka metali;121333;4;false
121427;Poligrafia;121333;5;false
121424;Przemysł drzewny;121333;6;false
121433;Przemysł energetyczny;121333;7;false
121434;Przemysł metalowy i hutnictwo;121333;8;false
121432;Przyrządy pomiarowe;121333;9;false
121428;Rolnictwo;121333;10;false
121422;Sklep i magazyn;121333;11;false
121437;Spawanie;121333;12;false
121426;Tapicerstwo;121333;13;false
121436;Tworzywa sztuczne;121333;14;false
121438;Pozostałe;121333;15;false
121338;Automatyka przemysłowa;121334;0;false
121335;Budowlane;121334;1;false
121339;Dla leśnictwa i przemysłu drzewnego;121334;2;false
121336;Gastronomiczne;121334;3;false
121337;Poligraficzne;121334;4;false
121620;Pozostałe;121334;5;false
121341;Agregaty;121335;0;false
121340;Betoniarnie;121335;1;false
121342;Myjki ciśnieniowe;121335;2;false
121568;Nagrzewnice;121335;3;false
121343;Nożyce;121335;4;false
121344;Piaskarki;121335;5;false
121345;Piły;121335;6;false
125765;Podnośniki;121335;7;false
121346;Pompy do betonu;121335;8;false
121347;Sprężarki i kompresory;121335;9;false
125762;Wibratory do betonu;121335;10;false
121348;Wiertnice;121335;11;false
125764;Zacieraczki;121335;12;false
121349;Zagęszczarki;121335;13;false
121350;Pozostałe;121335;14;false
121363;Automaty do lodów;121336;0;false
121364;Chłodziarki, lodówki;121336;1;false
121576;Dzielarko-zaokrąglarki;121336;2;false
121356;Frytownice;121336;3;false
125768;Gofrownice;121336;4;false
121357;Grille;121336;5;false
121353;Krajalnice;121336;6;false
121358;Kuchnie;121336;7;false
121368;Linie produkcyjne;121336;8;false
125766;Maszyny do mięsa;121336;9;false
121366;Maszyny do popcornu;121336;10;false
121367;Maszyny do waty cukrowej;121336;11;false
121352;Maszyny zmywające;121336;12;false
121578;Mieszarki do ciast;121336;13;false
121354;Miksery;121336;14;false
125769;Nadziewarki;121336;15;false
121359;Piece do pizzy;121336;16;false
121360;Piece konwekcyjno parowe;121336;17;false
125767;Podgrzewacze;121336;18;false
121361;Rożna;121336;19;false
121355;Szatkownice;121336;20;false
121577;Ubijaczki do mas;121336;21;false
121362;Urządzenia do kebabu;121336;22;false
121580;Wałkownice;121336;23;false
121365;Zamrażarki;121336;24;false
121351;Pozostałe;121336;25;false
121391;Maszyny do produkcji opakowań;121337;0;false
121392;Maszyny drukujące;121337;1;false
121393;Maszyny introligatorskie;121337;2;false
121394;Przygotowanie druku;121337;3;false
121395;Obróbka kamienia;121338;0;false
121396;Obróbka metali;121338;1;false
121397;Przemysł energetyczny;121338;2;false
121398;Przemysł metalowy i hutnictwo;121338;3;false
121399;Przemysł spożywczy;121338;4;false
121400;Przemysł włókienniczy i pokrewne;121338;5;false
121401;Tworzywa sztuczne;121338;6;false
121370;Brykieciarki do trocin;121339;0;false
121371;Czopiarki;121339;1;false
121372;Dłutarki;121339;2;false
121373;Frezarki;121339;3;false
121374;Gilotyny;121339;4;false
121375;Karczowniki;121339;5;false
121376;Kombajny;121339;6;false
121377;Łuparki;121339;7;false
121379;Młyny;121339;8;false
121567;Obrabiarki;121339;9;false
121380;Okleiniarki;121339;10;false
121381;Piły i pilarki;121339;11;false
121565;Rębaki;121339;12;false
121564;Strugarki;121339;13;false
121385;Szlifierki  i cykliniarki;121339;14;false
121386;Tokarki;121339;15;false
121387;Transport drewna;121339;16;false
121388;Urządzenia tapicerskie;121339;17;false
121389;Wciągarki, podnośniki;121339;18;false
121390;Wiertarki;121339;19;false
121369;Pozostałe;121339;20;false
121403;Dźwigi warsztatowe;121396;0;false
121404;Frezarki;121396;1;false
121409;Osprzęt lakierniczy;121396;2;false
121405;Piły i przecinarki;121396;3;false
121406;Prasy i gilotyny;121396;4;false
121410;Sprzęt spawalniczy;121396;5;false
121407;Szlifierki  stacjonarne;121396;6;false
121408;Tokarki;121396;7;false
125770;Wytaczarki;121396;8;false
125763;Zginarki i giętarki;121396;9;false
121402;Pozostałe;121396;10;false
121615;Agregaty prądotwórcze;121397;0;false
121619;Alternatywne źródła energii;121397;1;false
121616;Przesył energii;121397;2;false
121613;Transformatory;121397;3;false
121612;Pozostałe;121397;4;false
121415;Dziurkarki;121400;0;false
121413;Guzikarki;121400;1;false
121414;Hafciarki;121400;2;false
121418;Overlock;121400;3;false
121412;Stebnówki;121400;4;false
121417;Ścieniarki;121400;5;false
121416;Wycinarki;121400;6;false
121411;Pozostałe;121400;7;false
121419;Wtryskarki;121401;0;false
121420;Zgrzewarki;121401;1;false
121440;Czujniki i przetworniki;121421;0;false
121441;Falowniki;121421;1;false
121442;Hydraulika siłowa;121421;2;false
121443;Kable i przewody;121421;3;false
121444;Łączniki;121421;4;false
121445;Mierniki i aparat. pomiarowa;121421;5;false
121446;Napędy;121421;6;false
121447;Pneumatyka;121421;7;false
121448;Sterowniki i regulatory;121421;8;false
121449;Urządzenia sieciowe;121421;9;false
121450;Urządzenia zasilające;121421;10;false
121451;Zabezpieczenia i bezpieczniki;121421;11;false
121461;Akcesoria do kas i drukarek;121422;0;false
121462;Bramki i kurtyny;121422;1;false
121463;Czytniki i skanery kodów;121422;2;false
121464;Drukarki etykiet;121422;3;false
121466;Drukarki fiskalne;121422;4;false
121465;Kasy fiskalne;121422;5;false
121467;Koszyki i wózki;121422;6;false
121468;Metkownice;121422;7;false
121469;Palety i pojemniki;121422;8;false
121470;Testery banknotów;121422;9;false
121471;Urządzenia i akcesoria do pakowania;121422;10;false
121472;Wagi;121422;11;false
121473;Wózki paletowe;121422;12;false
121460;Pozostałe;121422;13;false
121603;Druty, pręty, liny stalowe;121423;0;false
121593;Farby, lakiery, bejce;121423;1;false
121602;Gwoździe i nity;121423;2;false
121594;Impregnaty;121423;3;false
121595;Kleje;121423;4;false
121589;Kruszywa;121423;5;false
121601;Kształtowniki i profile;121423;6;false
121597;Materialy izolacyjne;121423;7;false
121599;Materiały konstrukcyjne;121423;8;false
121605;Materiały wiążące;121423;9;false
121598;Nawierzchnie;121423;10;false
121475;Przyrządy geodezyjne;121423;11;false
121604;Rury;121423;12;false
121596;Silikony;121423;13;false
121474;Szalunki i stemple;121423;14;false
121600;Śruby, nakrętki, podkładki;121423;15;false
121590;Pozostałe;121423;16;false
121479;Frezy;121424;0;false
121480;Tarcze;121424;1;false
121478;Wiertła;121424;2;false
121566;Pozostałe;121424;3;false
121481;Pozostałe;121427;0;false
121562;Melioracja gleb;121428;0;false
121563;Narzędzia ręczne;121428;1;false
121486;Nawozy;121428;2;false
121487;Środki ochrony roślin;121428;3;false
121591;Środki żywienia zwierząt;121428;4;false
121485;Pozostałe;121428;5;false
121587;Akcesoria barmańskie;121429;0;false
121584;Akcesoria kuchenne;121429;1;false
121579;Blachy i formy do pieczenia;121429;2;false
121586;Filiżanki, szklanki, kieliszki;121429;3;false
121582;Garnki i patelnie;121429;4;false
121585;Pojemniki GN;121429;5;false
121581;Sztućce;121429;6;false
121588;Urządzenia barmańskie;121429;7;false
121583;Zastawa stołowa;121429;8;false
121575;Pozostałe;121429;9;false
121489;Frezy;121431;0;false
121618;Gwintowniki i narzynki;121431;1;false
121490;Łożyska toczne;121431;2;false
121491;Narzędzia ślusarskie i montażowe;121431;3;false
121492;Noże tokarskie;121431;4;false
121493;Płytki wieloostrzowe;121431;5;false
121494;Szlifierki ręczne;121431;6;false
121495;Tarcze i ściernice;121431;7;false
121496;Uchwyty i przyrządy do mocowania;121431;8;false
121497;Wiertarki i gwinciarki;121431;9;false
121498;Wiertła;121431;10;false
121488;Pozostałe;121431;11;false
121500;Czujniki zegarowe i uchylne;121432;0;false
121501;Kątomierze;121432;1;false
121502;Kątowniki i liniały krawędziowe;121432;2;false
121503;Mikromierze;121432;3;false
121504;Passametry i Transametry;121432;4;false
121505;Suwmiarki;121432;5;false
121506;Średnicówki;121432;6;false
121507;Wzorce i sprawdziany;121432;7;false
121499;Pozostałe;121432;8;false
121511;Izolatory liniowe;121433;0;false
121510;Kondensatory;121433;1;false
121512;Linie kablowe;121433;2;false
121509;Odłączniki i uziemiacze;121433;3;false
121513;Systemy zabezpieczeń;121433;4;false
121508;Pozostałe;121433;5;false
121515;Akcesoria;121434;0;false
121514;Surowce;121434;1;false
121516;Formy i matryce;121436;0;false
121519;Lutownice;121436;1;false
121517;Surowce;121436;2;false
121518;Zgrzewarki;121436;3;false
121520;Pozostałe;121436;4;false
121525;Materiały spawalnicze;121437;0;false
121522;Palniki;121437;1;false
121523;Reduktory;121437;2;false
121524;Uchwyty, kątowniki;121437;3;false
121521;Pozostałe;121437;4;false
121459;Moduły i łączniki półprzewod.;121444;0;false
121458;Styczniki i przekaźniki;121444;1;false
121457;Wyłączniki i krańcówki;121444;2;false
121452;Motoreduktory;121446;0;false
121453;Pompy;121446;1;false
121454;Przekładnie;121446;2;false
121456;Silniki;121446;3;false
121455;Wentylatory;121446;4;false
121570;Dalmierze i drogomierze;121475;0;false
121571;Niwelatory;121475;1;false
121574;Przyrządy pomiarowe;121475;2;false
121572;Systemy GPS;121475;3;false
121569;Pozostałe;121475;4;false
121536;Elementy dekoracyjne;121527;0;false
121535;Meble dla lokali;121527;1;false
121534;Meble technologiczne;121527;2;false
121533;Pozostałe;121527;3;false
121538;Barakowozy i kontenery;121528;0;false
121539;Ogrodzenia;121528;1;false
121540;Rusztowania;121528;2;false
121541;Tablice ostrzegawcze i informacyjne;121528;3;false
121542;Toalety przenośne;121528;4;false
121543;Zabezpieczenia;121528;5;false
121537;Pozostałe;121528;6;false
121545;Automaty paszowe;121529;0;false
121546;Kojce i wygrodzenia;121529;1;false
121547;Mieszalniki paszowe;121529;2;false
121548;Okna inwentarskie;121529;3;false
121549;Paszociągi;121529;4;false
121551;Podłogi rusztowe;121529;5;false
121550;Poidła;121529;6;false
121552;Silosy paszowe;121529;7;false
121553;Systemy udojowe;121529;8;false
121554;Wentylacja;121529;9;false
121544;Pozostałe;121529;10;false
121556;Gabloty i witryny;121532;0;false
121558;Lady;121532;1;false
121559;Lodówki i zamrażarki;121532;2;false
121560;Manekiny;121532;3;false
121557;Regały, półki;121532;4;false
121561;Stojaki i wieszaki;121532;5;false
121555;Pozostałe;121532;6;false
121621;Baseny;121534;0;false
121622;Bemary;121534;1;false
121623;Okapy;121534;2;false
121626;Regały, półki;121534;3;false
121625;Stoły;121534;4;false
121624;Szafy;121534;5;false
121627;Pozostałe;121534;6;false
121643;Bakalie i przekąski;121632;0;false
121646;Dania gotowe;121632;1;false
121639;Mięso i wędliny;121632;2;false
121655;Miody;121632;3;false
121638;Nabiał;121632;4;false
121642;Oliwy i oleje, sosy;121632;5;false
121640;Owoce i warzywa;121632;6;false
121645;Pieczywo;121632;7;false
121641;Ryby;121632;8;false
121644;Słodycze;121632;9;false
121647;Pozostałe;121632;10;false
121653;Cukier;121633;0;false
121648;Kasze i ryż;121633;1;false
121649;Makarony;121633;2;false
121650;Mieszanki chlebowe i mąka;121633;3;false
121651;Musli, płatki, otręby;121633;4;false
121654;Przyprawy i zioła;121633;5;false
121652;Pozostałe;121633;6;false
121656;Herbaty;121634;0;false
121658;Kakao;121634;1;false
121657;Kawy;121634;2;false
121659;Soki;121634;3;false
121661;Woda;121634;4;false
121660;Pozostałe;121634;5;false
121725;Akcesoria wędkarskie;121722;0;false
132187;Kołowrotki;121722;1;false
132208;Sprzęt elektroniczny;121722;2;false
121727;Torby, pojemniki, krzesełka;121722;3;false
132195;Wędziska;121722;4;false
121728;Odzież i obuwie;121722;5;false
121729;Przynęty;121722;6;false
121730;Zanęty;121722;7;false
121724;Literatura;121722;8;false
121723;Pozostałe;121722;9;false
121782;Czasopisma;121724;0;false
121783;Filmy;121724;1;false
121784;Książki;121724;2;false
121785;Pozostałe;121724;3;false
132182;Agrafki, krętliki, kółka łącznikowe;121725;0;false
132183;Ciężarki, śruciny, gruntomierze;121725;1;false
132242;Główki jigowe;121725;2;false
121732;Haczyki i kotwiczki;121725;3;false
123483;Koszyki, sprężyny zanętowe;121725;4;false
123484;Namioty, parasole wędkarskie;121725;5;false
123486;Noże, skrobaki;121725;6;false
121733;Podbieraki, osęki, siatki;121725;7;false
121734;Podpórki;121725;8;false
132184;Przelotki;121725;9;false
132185;Przypony;121725;10;false
132186;Spławiki, dyski;121725;11;false
125747;Stopery;121725;12;false
125746;Szczypce;121725;13;false
123487;Wagi, miarki;121725;14;false
121736;Żyłki i plecionki;121725;15;false
121737;Pozostałe;121725;16;false
121767;Krzesełka wędkarskie;121727;0;false
121768;Pudełka i skrzynki;121727;1;false
121769;Torby i pokrowce;121727;2;false
121766;Pozostałe;121727;3;false
121778;Bluzy i kamizelki;121728;0;false
121779;Czapki i kapelusze;121728;1;false
121780;Obuwie;121728;2;false
121781;Wodery i spodnie;121728;3;false
121777;Pozostałe;121728;4;false
121770;Naturalne;121729;0;false
121771;Sztuczne;121729;1;false
121739;Plecionki;121736;0;false
121740;Żyłki;121736;1;false
121738;Pozostałe;121736;2;false
121773;Błystki;121771;0;false
121774;Gumy;121771;1;false
132214;Mormyszki;121771;2;false
121775;Muchy;121771;3;false
132213;Pilkery;121771;4;false
132215;Rippery;121771;5;false
132216;Twistery;121771;6;false
121776;Woblery;121771;7;false
121772;Pozostałe;121771;8;false
132212;Akcesoria muchowe;121775;0;false
121814;Obuwie;121810;0;false
121812;Ochraniacze;121810;1;false
121813;Odzież;121810;2;false
121811;Pozostałe;121810;3;false
122415;E-papierosy i akcesoria;121882;0;false
122423;Korekcja wzroku;121882;1;false
122432;Leki bez recepty i dermokosmetyki;121882;2;false
122506;Zdrowie, medycyna;121882;3;false
122599;Pozostałe;121882;4;false
253036;Usługi;121882;5;false
254099;Doładowania;122233;0;false
122234;Game Boy Advance;122233;1;false
122237;Game Boy Color, Classic;122233;2;false
122240;Microsoft Xbox;122233;3;false
122243;Microsoft Xbox 360;122233;4;false
147134;Microsoft Xbox One;122233;5;false
122255;Nintendo 3DS;122233;6;false
122256;Nintendo 64;122233;7;false
122257;Nintendo DS;122233;8;false
122261;Nintendo GameCube;122233;9;false
125422;Nintendo Wii U;122233;10;false
122264;Nintendo (SNES i NES);122233;11;false
122267;Nintendo Wii;122233;12;false
122273;Sega Dreamcast;122233;13;false
122274;Sega (inne);122233;14;false
122275;Sony PlayStation 2 (PS2);122233;15;false
122284;Sony PlayStation 3 (PS3);122233;16;false
146562;Sony PlayStation 4 (PS4);122233;17;false
122292;Sony PlayStation (PSX);122233;18;false
122300;Sony PS Vita;122233;19;false
122301;Sony PSP;122233;20;false
122317;'Gierki' elektroniczne;122233;21;false
122318;Pegasus;122233;22;false
122319;Automaty do gier;122233;23;false
253040;Usługi;122233;24;false
122329;Pozostałe;122233;25;false
122235;Akcesoria;122234;0;false
122236;Konsole;122234;1;false
122238;Game Boy Classic;122237;0;false
122239;Game Boy Color;122237;1;false
122241;Akcesoria;122240;0;false
122242;Konsole;122240;1;false
122244;Konsole;122243;0;false
122245;Dyski;122243;1;false
122246;Headsety;122243;2;false
122247;Kinect;122243;3;false
122248;Okablowanie;122243;4;false
122249;Pady;122243;5;false
122250;Inne kontrolery;122243;6;false
122251;Panele i tuning;122243;7;false
122252;Zdrapki;122243;8;false
122253;Uszkodzone;122243;9;false
122254;Pozostałe;122243;10;false
125802;Konsole;122255;0;false
122258;Konsole;122257;0;false
122259;Pokrowce i futerały;122257;1;false
122260;Inne akcesoria;122257;2;false
122262;Akcesoria;122261;0;false
122263;Konsole;122261;1;false
122265;NES;122264;0;false
122266;SNES;122264;1;false
122268;Konsole;122267;0;false
122269;Okablowanie;122267;1;false
122270;Wii Remote, nunchucki;122267;2;false
122271;Inne kontrolery;122267;3;false
